ACCEPT_SESSION_ARBC,ACK_TAKEOVER_HRBC,APPLY_SUPERVISION_EVC,COORDINATE_MA_HRBC,DISPLAY_UPDATE_DMI,EMERGENCY_BRAKE_EVC,EVALUATE_FRONT_EVC,EVALUATE_REAR_EVC,EVALUATE_SESSION_REQ_ARBC,FORWARD_ANNOUNCEMENT_TO_ARBC_HRBC,PROCESS_COORDINATION_ARBC,PROCESS_MA_EVC,REJECT_SESSION_ARBC,REQ_SESSION_ARBC_RTM,RX_ARBC_GRANT_SUPERVISION_RTM,RX_HRBC_TERMINATION_ORDER_RTM,RX_HRBC_TRANSITION_ORDER_RTM,RX_POS_REPORT_ARBC,RX_POS_REPORT_HRBC,SESSION_ESTABLISHED_ARBC_RTM,SESSION_REJECTED_ARBC_RTM,TERMINATE_SESSION_HRBC_RTM,TX_GRANT_SUPERVISION_ARBC,TX_POS_REPORT_RTM,TX_TERMINATION_ORDER_HRBC,TX_TRANSITION_ORDER_HRBC,Fitness,Component
4,0,1,0,0,0,0,0,1,0,3,0,0,0,1,0,0,2,1,0,0,0,3,0,0,0,0.6521623819026874,ARBC
3,1,1,2,0,0,0,0,1,1,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0.6110993827812068,ARBC
1,0,0,2,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.374995312558593,ARBC
1,0,0,0,0,1,0,0,1,0,5,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0.5384573964815655,ARBC
1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.7096631634634616,ARBC
4,0,0,0,0,1,0,0,3,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.5384573964815655,ARBC
1,0,0,0,0,0,0,1,1,0,3,0,1,0,0,0,0,7,1,0,0,0,7,1,0,0,0.4999913043856331,ARBC
2,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,8,1,0,0,0,2,1,0,0,0.5609655562655792,ARBC
2,0,0,2,0,0,0,1,4,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0.6388770062388542,ARBC
1,0,0,0,1,1,0,0,1,0,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0.4761859410862753,ARBC
3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0.6153760355689571,ARBC
1,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7307559172621749,ARBC
3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.6153760355689571,ARBC
1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0.24999687503906198,ARBC
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0.7307559172621749,ARBC
0,0,0,2,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.4999937500781241,ARBC
1,0,0,2,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0.24999687503906198,ARBC
1,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.6538334320505227,ARBC
0,0,0,0,0,1,0,0,1,0,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0.5714231293035305,ARBC
1,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0.5714231293035305,ARBC
3,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0.6774085328481751,ARBC
1,0,1,0,0,0,0,0,2,2,3,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0.682913741884186,ARBC
2,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0.7142746356137322,ARBC
1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.4999937500781241,ARBC
2,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0.6451474506616086,ARBC
2,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0.7560865556753382,ARBC
2,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0.7857034014123743,ARBC
0,0,0,0,1,1,0,0,1,0,2,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0.374995312558593,ARBC
0,0,0,0,1,1,0,0,1,0,2,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0.374995312558593,ARBC
2,0,1,0,0,0,0,0,1,0,5,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0.7045354339298457,ARBC
0,0,0,0,1,1,0,0,1,0,3,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0.24999687503906198,ARBC
0,0,0,2,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0.374995312558593,ARBC
3,0,1,0,0,0,0,0,0,0,3,2,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0.7021182888583453,ARBC
0,0,0,2,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6666603175207855,ARBC
1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8076784024738272,ARBC
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0.695638279833566,ARBC
1,0,0,0,0,1,0,0,2,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.5714231293035305,ARBC
1,0,0,0,0,0,0,1,1,0,3,0,1,0,0,0,0,7,1,0,0,0,2,1,0,0,0.5609655562655792,ARBC
2,0,1,0,0,0,0,0,1,0,5,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0.682913741884186,ARBC
3,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5714231293035305,ARBC
0,0,0,2,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,2,0.24999687503906198,ARBC
0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.6666603175207855,ARBC
1,0,1,0,0,0,0,1,5,0,1,0,0,0,1,0,0,3,1,0,0,0,2,1,0,0,0.5853532421793064,ARBC
2,1,1,2,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.6451474506616086,ARBC
1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.741921019864388,ARBC
4,0,1,0,0,0,0,1,2,0,1,0,0,0,1,0,0,3,1,0,0,0,2,1,0,0,0.5853532421793064,ARBC
0,0,0,0,1,1,0,0,1,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0.4999937500781241,ARBC
0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.6666603175207855,ARBC
3,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0.6666574074588474,ARBC
1,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6666603175207855,ARBC
1,0,0,0,1,1,0,0,1,0,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.4761859410862753,ARBC
1,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,3,1,0,0,0,2,1,0,0,0.6111021605435525,ARBC
0,0,0,0,1,1,0,0,1,0,2,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0.24999687503906198,ARBC
0,0,0,2,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.4999937500781241,ARBC
2,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7419242456500281,ARBC
1,1,2,0,0,0,0,0,2,1,3,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0.6110993827812068,ARBC
2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.7307559172621749,ARBC
3,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0.7446691716205462,ARBC
