ACCEPT_SESSION_ARBC,ACK_TAKEOVER_HRBC,APPLY_SUPERVISION_EVC,COORDINATE_MA_HRBC,DISPLAY_UPDATE_DMI,EMERGENCY_BRAKE_EVC,EVALUATE_FRONT_EVC,EVALUATE_REAR_EVC,EVALUATE_SESSION_REQ_ARBC,FORWARD_ANNOUNCEMENT_TO_ARBC_HRBC,PROCESS_COORDINATION_ARBC,PROCESS_MA_EVC,REJECT_SESSION_ARBC,REQ_SESSION_ARBC_RTM,RX_ARBC_GRANT_SUPERVISION_RTM,RX_HRBC_TERMINATION_ORDER_RTM,RX_HRBC_TRANSITION_ORDER_RTM,RX_POS_REPORT_ARBC,RX_POS_REPORT_HRBC,SESSION_ESTABLISHED_ARBC_RTM,SESSION_REJECTED_ARBC_RTM,TERMINATE_SESSION_HRBC_RTM,TX_GRANT_SUPERVISION_ARBC,TX_POS_REPORT_RTM,TX_TERMINATION_ORDER_HRBC,TX_TRANSITION_ORDER_HRBC,Fitness,Component
1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0.5454520661269722,HRBC
0,1,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,4,0,0,1,0,1,1,4,0.5952366780079095,HRBC
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,4,0.718747753913269,HRBC
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0.7708317274339012,HRBC
0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,2,1,0.6562479492251587,HRBC
1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,2,0.5454520661269722,HRBC
0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0.8048760856680838,HRBC
1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.7272694215026295,HRBC
0,1,0,0,0,0,0,0,0,5,2,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0.5937481445370483,HRBC
1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0.5454520661269722,HRBC
0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,1,1,0,1,3,0.5937481445370483,HRBC
0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,1,0,0,3,0,0,1,0,1,2,1,0.6428556122485423,HRBC
0,0,0,1,0,0,0,0,0,4,2,0,0,0,0,1,0,0,2,0,0,1,0,0,2,0,0.6904745464891751,HRBC
0,0,0,1,1,0,0,1,0,5,0,0,0,0,0,1,0,0,2,0,0,1,0,1,1,2,0.6190461451282259,HRBC
0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,2,1,0.7380934807298078,HRBC
0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0.718747753913269,HRBC
0,1,0,1,1,0,0,1,0,0,2,0,0,0,0,1,0,2,5,0,0,1,0,1,2,1,0.5476177437672767,HRBC
0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0.5909064049708865,HRBC
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,2,0.5909064049708865,HRBC
