ACCEPT_SESSION_ARBC,ACK_TAKEOVER_HRBC,APPLY_SUPERVISION_EVC,COORDINATE_MA_HRBC,DISPLAY_UPDATE_DMI,EMERGENCY_BRAKE_EVC,EVALUATE_FRONT_EVC,EVALUATE_REAR_EVC,EVALUATE_SESSION_REQ_ARBC,FORWARD_ANNOUNCEMENT_TO_ARBC_HRBC,PROCESS_COORDINATION_ARBC,PROCESS_MA_EVC,REJECT_SESSION_ARBC,REQ_SESSION_ARBC_RTM,RX_ARBC_GRANT_SUPERVISION_RTM,RX_HRBC_TERMINATION_ORDER_RTM,RX_HRBC_TRANSITION_ORDER_RTM,RX_POS_REPORT_ARBC,RX_POS_REPORT_HRBC,SESSION_ESTABLISHED_ARBC_RTM,SESSION_REJECTED_ARBC_RTM,TERMINATE_SESSION_HRBC_RTM,TX_GRANT_SUPERVISION_ARBC,TX_POS_REPORT_RTM,TX_TERMINATION_ORDER_HRBC,TX_TRANSITION_ORDER_HRBC,Fitness,Component
2,0,1,0,0,0,0,1,2,0,2,0,0,0,1,0,0,4,1,0,0,0,1,1,0,0,0.609745806118019,ARBC
4,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,0,3,0,0,0,0,2,0,0,0,0.687490885454644,ARBC
1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.7307559172621749,ARBC
1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.6538334320505227,ARBC
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0.7959069554818143,ARBC
1,0,1,0,0,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0.7674313142729569,ARBC
0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8399892800857593,ARBC
1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8846008876854794,ARBC
1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,0,0,0,5,0,0,0,0.7446691716205462,ARBC
1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.8749881250593747,ARBC
1,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7307559172621749,ARBC
3,0,1,0,0,0,0,0,3,0,2,0,0,0,1,0,0,2,0,0,0,0,3,0,0,0,0.687490885454644,ARBC
1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.7307559172621749,ARBC
4,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.6153760355689571,ARBC
1,0,1,0,0,0,0,0,2,0,1,0,1,0,1,0,0,2,0,0,0,0,4,0,0,0,0.7173816635579846,ARBC
0,0,0,0,0,1,0,0,0,0,2,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0.69230236690487,ARBC
0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8076784024738272,ARBC
0,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7307597633864356,ARBC
2,0,1,0,0,0,0,0,2,0,2,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0.7333234074515225,ARBC
1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.7307559172621749,ARBC
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8846008876854794,ARBC
3,0,1,0,0,0,0,0,1,0,3,0,0,0,1,0,0,2,0,0,0,0,4,0,0,0,0.687490885454644,ARBC
2,0,1,2,0,0,0,0,1,0,0,0,1,0,1,0,0,2,1,0,0,0,4,0,0,0,0.6341334920317462,ARBC
1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,1,0,0,0,1,1,0,0,0.7316939917366256,ARBC
5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,0,0,0,1,4,0,0,0,0.6607047831972028,ARBC
1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8076784024738272,ARBC
5,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,5,1,0,0,0,1,1,0,0,0.609745806118019,ARBC
1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0.7749886250568747,ARBC
3,0,0,0,0,1,0,0,2,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.5384573964815655,ARBC
1,0,1,0,0,0,0,0,1,0,3,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0.7380845805496165,ARBC
1,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7307559172621749,ARBC
5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0.6842011080662875,ARBC
0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7930945303825491,ARBC
1,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,3,0,0,0,1,2,0,0,0,0.7073063058228984,ARBC
2,0,1,2,0,0,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,0,4,0,0,0,0.6888791605370643,ARBC
1,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,3,0,0,0,0,2,0,0,0,0.7380845805496165,ARBC
4,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,7,0,0,0,0,2,0,0,0,0.6851752400917034,ARBC
1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.8076784024738272,ARBC
4,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8222119012804388,ARBC
1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,3,1,0,0,0,5,1,0,0,0.6341310530192535,ARBC
1,0,1,2,0,0,0,0,1,0,0,0,1,0,1,0,0,3,0,0,0,0,2,0,0,0,0.720919902698127,ARBC
1,0,1,0,0,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0.7316939917366256,ARBC
3,1,1,0,0,0,0,0,2,1,4,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0.585355681191799,ARBC
1,0,0,0,0,1,0,0,2,0,2,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0.6153798816932177,ARBC
1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.8076784024738272,ARBC
1,0,1,2,0,0,0,0,1,0,0,0,1,0,1,0,0,3,0,0,0,0,2,0,1,0,0.682913741884186,ARBC
1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.7307559172621749,ARBC
3,0,1,0,0,0,0,0,2,0,4,0,0,0,1,0,0,2,0,0,0,0,3,0,0,0,0.6862659362120149,ARBC
4,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,5,1,0,0,0,1,1,0,0,0.609745806118019,ARBC
5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0.6153760355689571,ARBC
3,0,1,0,0,0,0,1,1,0,3,0,0,0,1,0,0,2,1,0,0,0,4,1,0,0,0.5609655562655792,ARBC
2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0.6538334320505227,ARBC
1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0.8043378072269252,ARBC
0,0,3,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.731691552724133,EVC
0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8076784024738272,EVC
0,0,3,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8048643665152853,EVC
0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8846008876854794,EVC
1,0,1,0,0,1,1,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6153798816932177,EVC
0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8846008876854794,EVC
0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8076784024738272,EVC
0,0,1,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8604518118520379,EVC
0,0,3,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7560841166628456,EVC
0,0,3,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7857010204713311,EVC
0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.8292520524290126,EVC
0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8076784024738272,EVC
0,0,3,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.7804718025765728,EVC
0,0,3,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.731691552724133,EVC
